,confidence,subject,block,block_difficulty,block_value_level,block_stimulus_type,block_ntrials_phase1,block_ntrials_phase2,trial_difficulty,trial_value_chosen,trial_number
3062,10,6,2,3,28,0,18,15,3,28,13.0
3063,10,6,2,3,28,0,18,15,3,28,14.0
3101,10,6,3,6,18,1,18,5,12,18,0.0
3102,10,6,3,6,18,1,18,5,12,24,1.0
3103,7,6,3,6,18,1,18,5,12,18,2.0
3104,10,6,3,6,18,1,18,5,6,24,3.0
3105,10,6,3,6,18,1,18,5,6,18,4.0
3177,10,6,5,6,28,1,15,10,12,34,0.0
3178,10,6,5,6,28,1,15,10,18,40,1.0
3179,10,6,5,6,28,1,15,10,18,40,2.0
3180,10,6,5,6,28,1,15,10,6,34,3.0
3181,10,6,5,6,28,1,15,10,6,40,4.0
3182,10,6,5,6,28,1,15,10,6,40,5.0
3183,5,6,5,6,28,1,15,10,6,22,6.0
3185,5,6,5,6,28,1,15,10,6,22,8.0
3186,10,6,5,6,28,1,15,10,18,40,9.0
3221,10,6,6,6,28,1,12,15,12,40,0.0
3222,10,6,6,6,28,1,12,15,6,28,1.0
3223,10,6,6,6,28,1,12,15,18,40,2.0
3224,10,6,6,6,28,1,12,15,12,40,3.0
3225,5,6,6,6,28,1,12,15,6,22,4.0
3226,10,6,6,6,28,1,12,15,12,40,5.0
3227,5,6,6,6,28,1,12,15,6,22,6.0
3228,10,6,6,6,28,1,12,15,18,40,7.0
3229,7,6,6,6,28,1,12,15,6,28,8.0
3230,5,6,6,6,28,1,12,15,6,34,9.0
3231,10,6,6,6,28,1,12,15,6,34,10.0
3232,5,6,6,6,28,1,12,15,6,28,11.0
3233,8,6,6,6,28,1,12,15,12,40,12.0
3234,5,6,6,6,28,1,12,15,6,22,13.0
3235,7,6,6,6,28,1,12,15,6,40,14.0
3270,10,6,7,3,23,0,9,10,6,29,0.0
3271,10,6,7,3,23,0,9,10,9,29,1.0
3272,10,6,7,3,23,0,9,10,3,26,2.0
3273,10,6,7,3,23,0,9,10,3,29,3.0
3274,10,6,7,3,23,0,9,10,6,26,4.0
3275,5,6,7,3,23,0,9,10,6,20,5.0
3276,10,6,7,3,23,0,9,10,6,29,6.0
3277,5,6,7,3,23,0,9,10,6,26,7.0
3278,10,6,7,3,23,0,9,10,9,29,8.0
3279,10,6,7,3,23,0,9,10,6,26,9.0
3322,10,6,8,6,18,1,9,10,18,30,0.0
3324,6,6,8,6,18,1,9,10,6,18,2.0
3325,7,6,8,6,18,1,9,10,6,24,3.0
3326,6,6,8,6,18,1,9,10,12,24,4.0
3327,10,6,8,6,18,1,9,10,6,30,5.0
3328,6,6,8,6,18,1,9,10,6,24,6.0
3329,10,6,8,6,18,1,9,10,12,30,7.0
3330,3,6,8,6,18,1,9,10,6,18,8.0
3331,2,6,8,6,18,1,9,10,6,18,9.0
3372,7,6,9,3,28,0,12,15,3,28,0.0
3373,8,6,9,3,28,0,12,15,3,31,1.0
3374,10,6,9,3,28,0,12,15,9,34,2.0
3375,10,6,9,3,28,0,12,15,9,34,3.0
3376,9,6,9,3,28,0,12,15,3,31,4.0
3378,9,6,9,3,28,0,12,15,3,31,6.0
3379,10,6,9,3,28,0,12,15,6,31,7.0
3380,10,6,9,3,28,0,12,15,9,34,8.0
3381,10,6,9,3,28,0,12,15,3,31,9.0
3384,10,6,9,3,28,0,12,15,9,34,12.0
3385,10,6,9,3,28,0,12,15,6,31,13.0
3386,10,6,9,3,28,0,12,15,3,31,14.0
3467,4,7,0,6,28,0,18,10,18,40,0.0
3468,5,7,0,6,28,0,18,10,18,40,1.0
3469,3,7,0,6,28,0,18,10,6,28,2.0
3470,1,7,0,6,28,0,18,10,12,34,3.0
3471,1,7,0,6,28,0,18,10,12,34,4.0
3472,4,7,0,6,28,0,18,10,6,28,5.0
3473,5,7,0,6,28,0,18,10,18,40,6.0
3474,2,7,0,6,28,0,18,10,12,34,7.0
3475,2,7,0,6,28,0,18,10,6,28,8.0
3476,2,7,0,6,28,0,18,10,18,40,9.0
3505,0,7,1,3,23,1,9,10,3,20,0.0
3506,0,7,1,3,23,1,9,10,3,23,1.0
3507,0,7,1,3,23,1,9,10,6,20,2.0
3508,0,7,1,3,23,1,9,10,3,26,3.0
3510,5,7,1,3,23,1,9,10,6,29,5.0
3511,3,7,1,3,23,1,9,10,9,29,6.0
3512,1,7,1,3,23,1,9,10,6,20,7.0
3513,0,7,1,3,23,1,9,10,3,26,8.0
3514,0,7,1,3,23,1,9,10,3,20,9.0
3552,0,7,2,3,18,1,9,5,9,24,0.0
3553,0,7,2,3,18,1,9,5,3,21,1.0
3554,3,7,2,3,18,1,9,5,3,18,2.0
3555,0,7,2,3,18,1,9,5,6,18,3.0
3556,0,7,2,3,18,1,9,5,6,24,4.0
3664,2,7,5,3,18,0,15,15,3,18,0.0
3665,4,7,5,3,18,0,15,15,6,24,1.0
3666,2,7,5,3,18,0,15,15,3,21,2.0
3667,1,7,5,3,18,0,15,15,3,21,3.0
3668,5,7,5,3,18,0,15,15,6,21,4.0
3669,6,7,5,3,18,0,15,15,9,24,5.0
3670,8,7,5,3,18,0,15,15,6,24,6.0
3671,6,7,5,3,18,0,15,15,3,24,7.0
3672,2,7,5,3,18,0,15,15,6,21,8.0
3673,3,7,5,3,18,0,15,15,6,21,9.0
3674,3,7,5,3,18,0,15,15,3,21,10.0
3675,8,7,5,3,18,0,15,15,6,24,11.0
3676,7,7,5,3,18,0,15,15,6,24,12.0
3677,8,7,5,3,18,0,15,15,9,24,13.0
3678,3,7,5,3,18,0,15,15,3,21,14.0
3715,2,7,6,6,23,0,9,15,6,23,0.0
3716,0,7,6,6,23,0,9,15,6,23,1.0
3717,2,7,6,6,23,0,9,15,6,29,2.0
3718,4,7,6,6,23,0,9,15,12,29,3.0
3719,7,7,6,6,23,0,9,15,18,35,4.0
3720,3,7,6,6,23,0,9,15,12,35,5.0
3721,3,7,6,6,23,0,9,15,6,23,6.0
3722,5,7,6,6,23,0,9,15,6,35,7.0
3723,5,7,6,6,23,0,9,15,12,35,8.0
3724,7,7,6,6,23,0,9,15,18,35,9.0
3725,5,7,6,6,23,0,9,15,12,29,10.0
3726,4,7,6,6,23,0,9,15,12,29,11.0
3727,4,7,6,6,23,0,9,15,6,29,12.0
3728,6,7,6,6,23,0,9,15,6,35,13.0
3729,2,7,6,6,23,0,9,15,6,29,14.0
3773,1,7,7,3,18,1,15,15,6,21,0.0
3774,0,7,7,3,18,1,15,15,6,21,1.0
3776,8,7,7,3,18,1,15,15,6,24,3.0
3777,0,7,7,3,18,1,15,15,6,21,4.0
3778,7,7,7,3,18,1,15,15,3,24,5.0
3779,1,7,7,3,18,1,15,15,6,21,6.0
3780,0,7,7,3,18,1,15,15,6,21,7.0
3781,7,7,7,3,18,1,15,15,9,24,8.0
3782,1,7,7,3,18,1,15,15,3,21,9.0
3783,2,7,7,3,18,1,15,15,6,21,10.0
3784,8,7,7,3,18,1,15,15,9,24,11.0
3785,2,7,7,3,18,1,15,15,3,18,12.0
3786,8,7,7,3,18,1,15,15,3,24,13.0
3787,1,7,7,3,18,1,15,15,3,15,14.0
3823,7,7,8,6,28,0,18,10,6,40,0.0
3824,9,7,8,6,28,0,18,10,18,40,1.0
3825,6,7,8,6,28,0,18,10,6,28,2.0
3826,7,7,8,6,28,0,18,10,12,40,3.0
3827,6,7,8,6,28,0,18,10,6,28,4.0
3828,6,7,8,6,28,0,18,10,12,34,5.0
3829,8,7,8,6,28,0,18,10,18,40,6.0
3830,7,7,8,6,28,0,18,10,6,28,7.0
3831,8,7,8,6,28,0,18,10,12,40,8.0
3832,8,7,8,6,28,0,18,10,6,40,9.0
3859,3,7,9,3,18,1,12,5,6,24,0.0
3860,4,7,9,3,18,1,12,5,3,21,1.0
3861,5,7,9,3,18,1,12,5,6,21,2.0
3862,3,7,9,3,18,1,12,5,9,24,3.0
3909,3,7,10,6,28,0,15,5,6,22,0.0
3910,1,7,10,6,28,0,15,5,6,40,1.0
3911,0,7,10,6,28,0,15,5,18,40,2.0
3912,5,7,10,6,28,0,15,5,6,34,3.0
3913,3,7,10,6,28,0,15,5,18,22,4.0
3945,10,8,0,6,28,0,9,5,12,40,0.0
3946,10,8,0,6,28,0,9,5,6,40,1.0
3947,10,8,0,6,28,0,9,5,6,34,2.0
3948,10,8,0,6,28,0,9,5,12,34,3.0
3949,5,8,0,6,28,0,9,5,6,34,4.0
4028,10,8,2,6,23,0,18,10,18,35,0.0
4029,10,8,2,6,23,0,18,10,6,23,1.0
4030,10,8,2,6,23,0,18,10,18,35,2.0
4031,10,8,2,6,23,0,18,10,6,29,3.0
4034,10,8,2,6,23,0,18,10,12,35,6.0
4035,10,8,2,6,23,0,18,10,6,29,7.0
4036,10,8,2,6,23,0,18,10,6,29,8.0
4037,10,8,2,6,23,0,18,10,12,29,9.0
4075,10,8,3,3,28,1,18,10,6,25,0.0
4076,10,8,3,3,28,1,18,10,3,34,1.0
4077,10,8,3,3,28,1,18,10,3,31,2.0
4078,10,8,3,3,28,1,18,10,6,34,3.0
4079,10,8,3,3,28,1,18,10,6,34,4.0
4080,10,8,3,3,28,1,18,10,6,34,5.0
4081,7,8,3,3,28,1,18,10,3,25,6.0
4082,7,8,3,3,28,1,18,10,6,25,7.0
4083,10,8,3,3,28,1,18,10,3,25,8.0
4084,10,8,3,3,28,1,18,10,3,25,9.0
4111,7,8,4,6,18,0,12,15,12,30,0.0
4112,7,8,4,6,18,0,12,15,12,30,1.0
4113,7,8,4,6,18,0,12,15,18,30,2.0
4114,7,8,4,6,18,0,12,15,6,18,3.0
4115,7,8,4,6,18,0,12,15,12,24,4.0
4116,10,8,4,6,18,0,12,15,18,30,5.0
4117,10,8,4,6,18,0,12,15,6,18,6.0
4118,10,8,4,6,18,0,12,15,12,24,7.0
4119,2,8,4,6,18,0,12,15,6,30,8.0
4120,10,8,4,6,18,0,12,15,6,18,9.0
4121,4,8,4,6,18,0,12,15,6,30,10.0
4122,10,8,4,6,18,0,12,15,12,24,11.0
4123,7,8,4,6,18,0,12,15,12,30,12.0
4124,10,8,4,6,18,0,12,15,12,24,13.0
4125,7,8,4,6,18,0,12,15,6,18,14.0
4162,10,8,5,3,23,1,15,5,3,29,1.0
4163,1,8,5,3,23,1,15,5,3,23,2.0
4164,7,8,5,3,23,1,15,5,3,29,3.0
4165,10,8,5,3,23,1,15,5,3,26,4.0
4234,8,8,7,3,23,0,9,5,3,29,0.0
4235,7,8,7,3,23,0,9,5,3,29,1.0
4236,7,8,7,3,23,0,9,5,6,20,2.0
4237,10,8,7,3,23,0,9,5,6,29,3.0
4238,10,8,7,3,23,0,9,5,6,29,4.0
4279,10,8,8,6,18,0,12,15,6,30,0.0
4280,3,8,8,6,18,0,12,15,6,24,1.0
4281,10,8,8,6,18,0,12,15,12,30,2.0
4282,6,8,8,6,18,0,12,15,6,18,3.0
4283,10,8,8,6,18,0,12,15,18,30,4.0
4284,10,8,8,6,18,0,12,15,12,30,5.0
4285,4,8,8,6,18,0,12,15,6,18,6.0
4286,8,8,8,6,18,0,12,15,12,30,7.0
4287,10,8,8,6,18,0,12,15,12,30,8.0
4289,10,8,8,6,18,0,12,15,12,30,10.0
4290,10,8,8,6,18,0,12,15,6,30,11.0
4291,10,8,8,6,18,0,12,15,12,24,12.0
4292,7,8,8,6,18,0,12,15,6,24,13.0
4293,7,8,8,6,18,0,12,15,12,24,14.0
4339,10,8,9,3,28,1,15,10,3,31,0.0
4340,10,8,9,3,28,1,15,10,3,25,1.0
4341,10,8,9,3,28,1,15,10,3,25,2.0
4342,10,8,9,3,28,1,15,10,9,34,3.0
4343,10,8,9,3,28,1,15,10,3,25,4.0
4344,5,8,9,3,28,1,15,10,3,31,5.0
4345,10,8,9,3,28,1,15,10,6,31,6.0
4346,7,8,9,3,28,1,15,10,6,34,7.0
4347,10,8,9,3,28,1,15,10,3,25,8.0
4348,10,8,9,3,28,1,15,10,6,31,9.0
4388,2,8,10,6,18,1,12,15,6,18,0.0
4389,1,8,10,6,18,1,12,15,6,18,1.0
4391,10,8,10,6,18,1,12,15,18,30,3.0
4392,10,8,10,6,18,1,12,15,6,30,4.0
4394,4,8,10,6,18,1,12,15,12,24,6.0
4395,10,8,10,6,18,1,12,15,6,30,7.0
4396,4,8,10,6,18,1,12,15,6,18,8.0
4397,10,8,10,6,18,1,12,15,12,30,9.0
4398,10,8,10,6,18,1,12,15,18,30,10.0
4399,6,8,10,6,18,1,12,15,6,18,11.0
4401,10,8,10,6,18,1,12,15,6,30,13.0
4402,6,8,10,6,18,1,12,15,12,24,14.0
4448,3,9,0,3,23,1,15,5,6,26,0.0
4449,6,9,0,3,23,1,15,5,9,20,1.0
4450,7,9,0,3,23,1,15,5,6,20,2.0
4451,10,9,0,3,23,1,15,5,3,20,3.0
4452,6,9,0,3,23,1,15,5,6,29,4.0
4528,10,9,2,6,18,1,15,5,12,30,1.0
4529,5,9,2,6,18,1,15,5,6,18,2.0
4530,10,9,2,6,18,1,15,5,6,30,3.0
4531,3,9,2,6,18,1,15,5,12,24,4.0
4604,10,9,4,3,28,1,18,10,3,28,0.0
4605,5,9,4,3,28,1,18,10,3,31,1.0
4606,6,9,4,3,28,1,18,10,6,28,2.0
4607,10,9,4,3,28,1,18,10,6,31,3.0
4608,10,9,4,3,28,1,18,10,3,28,4.0
4609,10,9,4,3,28,1,18,10,3,31,5.0
4610,8,9,4,3,28,1,18,10,3,31,6.0
4612,4,9,4,3,28,1,18,10,6,28,8.0
4613,3,9,4,3,28,1,18,10,6,28,9.0
4642,10,9,5,6,18,0,9,15,12,24,0.0
4643,10,9,5,6,18,0,9,15,6,24,1.0
4644,10,9,5,6,18,0,9,15,6,18,2.0
4645,10,9,5,6,18,0,9,15,6,24,3.0
4646,10,9,5,6,18,0,9,15,12,24,4.0
4647,10,9,5,6,18,0,9,15,18,30,5.0
4648,10,9,5,6,18,0,9,15,6,30,6.0
4649,10,9,5,6,18,0,9,15,6,30,7.0
4650,10,9,5,6,18,0,9,15,6,24,8.0
4651,10,9,5,6,18,0,9,15,12,30,9.0
4652,10,9,5,6,18,0,9,15,6,24,10.0
4653,10,9,5,6,18,0,9,15,12,24,11.0
4654,10,9,5,6,18,0,9,15,12,30,12.0
4655,10,9,5,6,18,0,9,15,12,30,13.0
4656,10,9,5,6,18,0,9,15,6,24,14.0
4700,7,9,6,6,18,0,15,5,12,24,0.0
4701,10,9,6,6,18,0,15,5,18,30,1.0
4702,10,9,6,6,18,0,15,5,6,30,2.0
4703,10,9,6,6,18,0,15,5,18,30,3.0
4704,10,9,6,6,18,0,15,5,6,18,4.0
4744,10,9,7,3,23,1,12,15,3,23,0.0
4746,10,9,7,3,23,1,12,15,3,26,2.0
4748,8,9,7,3,23,1,12,15,6,29,4.0
4749,10,9,7,3,23,1,12,15,3,26,5.0
4750,10,9,7,3,23,1,12,15,3,26,6.0
4751,10,9,7,3,23,1,12,15,9,29,7.0
4752,10,9,7,3,23,1,12,15,9,29,8.0
4753,10,9,7,3,23,1,12,15,3,26,9.0
4754,10,9,7,3,23,1,12,15,3,23,10.0
4755,10,9,7,3,23,1,12,15,3,23,11.0
4756,10,9,7,3,23,1,12,15,3,26,12.0
4757,10,9,7,3,23,1,12,15,9,29,13.0
4758,8,9,7,3,23,1,12,15,9,29,14.0
4802,10,9,8,6,28,0,18,10,6,28,0.0
4803,10,9,8,6,28,0,18,10,12,34,1.0
4804,10,9,8,6,28,0,18,10,18,40,2.0
4805,10,9,8,6,28,0,18,10,6,40,3.0
4806,10,9,8,6,28,0,18,10,6,40,4.0
4807,5,9,8,6,28,0,18,10,6,28,5.0
4808,10,9,8,6,28,0,18,10,6,28,6.0
4810,7,9,8,6,28,0,18,10,6,28,8.0
4811,10,9,8,6,28,0,18,10,12,34,9.0
4835,5,9,9,3,23,1,9,15,9,29,0.0
4836,7,9,9,3,23,1,9,15,3,23,1.0
4837,10,9,9,3,23,1,9,15,3,26,2.0
4838,10,9,9,3,23,1,9,15,3,23,3.0
4839,4,9,9,3,23,1,9,15,6,29,4.0
4840,10,9,9,3,23,1,9,15,3,26,5.0
4841,5,9,9,3,23,1,9,15,6,29,6.0
4842,10,9,9,3,23,1,9,15,6,26,7.0
4843,10,9,9,3,23,1,9,15,9,29,8.0
4844,4,9,9,3,23,1,9,15,6,29,9.0
4845,5,9,9,3,23,1,9,15,6,29,10.0
4846,10,9,9,3,23,1,9,15,6,26,11.0
4847,3,9,9,3,23,1,9,15,6,23,12.0
4848,10,9,9,3,23,1,9,15,9,29,13.0
4849,10,9,9,3,23,1,9,15,3,26,14.0
4891,10,9,10,6,28,0,18,10,6,34,0.0
4892,10,9,10,6,28,0,18,10,18,40,1.0
4893,10,9,10,6,28,0,18,10,12,34,2.0
4894,10,9,10,6,28,0,18,10,6,28,3.0
4895,10,9,10,6,28,0,18,10,6,28,4.0
4896,7,9,10,6,28,0,18,10,12,40,5.0
4897,10,9,10,6,28,0,18,10,18,40,6.0
4898,10,9,10,6,28,0,18,10,18,40,7.0
4899,8,9,10,6,28,0,18,10,12,40,8.0
4900,6,9,10,6,28,0,18,10,6,28,9.0
4938,8,10,0,6,28,1,12,5,6,40,1.0
4939,9,10,0,6,28,1,12,5,12,40,2.0
4940,6,10,0,6,28,1,12,5,12,34,3.0
4941,3,10,0,6,28,1,12,5,6,28,4.0
4976,2,10,1,3,18,0,9,15,6,21,0.0
4977,8,10,1,3,18,0,9,15,3,18,1.0
4978,10,10,1,3,18,0,9,15,3,24,2.0
4979,7,10,1,3,18,0,9,15,3,24,3.0
4980,5,10,1,3,18,0,9,15,3,18,4.0
4981,3,10,1,3,18,0,9,15,3,18,5.0
4982,3,10,1,3,18,0,9,15,3,18,6.0
4983,3,10,1,3,18,0,9,15,6,21,7.0
4984,8,10,1,3,18,0,9,15,9,24,8.0
4985,6,10,1,3,18,0,9,15,6,24,9.0
4986,1,10,1,3,18,0,9,15,6,21,10.0
4987,5,10,1,3,18,0,9,15,3,18,11.0
4988,2,10,1,3,18,0,9,15,6,21,12.0
4989,1,10,1,3,18,0,9,15,3,18,13.0
4990,2,10,1,3,18,0,9,15,3,18,14.0
5039,4,10,2,6,23,0,15,10,6,23,0.0
5040,2,10,2,6,23,0,15,10,6,23,1.0
5041,10,10,2,6,23,0,15,10,6,35,2.0
5042,6,10,2,6,23,0,15,10,6,23,3.0
5043,9,10,2,6,23,0,15,10,12,35,4.0
5044,3,10,2,6,23,0,15,10,6,17,5.0
5045,10,10,2,6,23,0,15,10,12,35,6.0
5047,5,10,2,6,23,0,15,10,6,23,8.0
5048,10,10,2,6,23,0,15,10,12,35,9.0
5094,7,10,3,3,28,1,18,15,6,34,0.0
5095,4,10,3,3,28,1,18,15,6,34,1.0
5096,10,10,3,3,28,1,18,15,6,34,2.0
5097,10,10,3,3,28,1,18,15,3,34,3.0
5098,10,10,3,3,28,1,18,15,9,34,4.0
5099,10,10,3,3,28,1,18,15,6,31,5.0
5100,10,10,3,3,28,1,18,15,3,31,6.0
5101,9,10,3,3,28,1,18,15,9,34,7.0
5102,6,10,3,3,28,1,18,15,3,25,8.0
5103,10,10,3,3,28,1,18,15,6,34,9.0
5104,8,10,3,3,28,1,18,15,3,31,10.0
5105,8,10,3,3,28,1,18,15,6,31,11.0
5106,10,10,3,3,28,1,18,15,3,31,12.0
5107,8,10,3,3,28,1,18,15,6,31,13.0
5108,10,10,3,3,28,1,18,15,3,34,14.0
5143,5,10,4,3,18,1,15,5,3,21,0.0
5145,8,10,4,3,18,1,15,5,3,21,2.0
5146,7,10,4,3,18,1,15,5,3,18,3.0
5147,8,10,4,3,18,1,15,5,6,24,4.0
5182,10,10,5,6,23,0,12,10,18,35,0.0
5183,5,10,5,6,23,0,12,10,6,29,1.0
5184,6,10,5,6,23,0,12,10,12,29,2.0
5185,0,10,5,6,23,0,12,10,6,17,3.0
5186,9,10,5,6,23,0,12,10,12,29,4.0
5187,2,10,5,6,23,0,12,10,6,29,5.0
5188,5,10,5,6,23,0,12,10,12,29,6.0
5190,1,10,5,6,23,0,12,10,12,29,8.0
5191,10,10,5,6,23,0,12,10,18,35,9.0
5230,10,10,6,6,28,1,18,5,12,40,0.0
5231,6,10,6,6,28,1,18,5,12,34,1.0
5232,6,10,6,6,28,1,18,5,6,40,2.0
5233,2,10,6,6,28,1,18,5,12,40,3.0
5234,7,10,6,6,28,1,18,5,6,34,4.0
5327,2,10,9,6,28,0,9,15,6,28,0.0
5328,10,10,9,6,28,0,9,15,12,40,1.0
5329,3,10,9,6,28,0,9,15,18,40,2.0
5330,4,10,9,6,28,0,9,15,6,28,3.0
5331,10,10,9,6,28,0,9,15,18,40,4.0
5332,10,10,9,6,28,0,9,15,12,40,5.0
5333,10,10,9,6,28,0,9,15,6,28,6.0
5334,10,10,9,6,28,0,9,15,18,40,7.0
5335,10,10,9,6,28,0,9,15,18,40,8.0
5336,10,10,9,6,28,0,9,15,6,40,9.0
5337,2,10,9,6,28,0,9,15,12,40,10.0
5338,10,10,9,6,28,0,9,15,12,40,11.0
5339,10,10,9,6,28,0,9,15,12,40,12.0
5340,4,10,9,6,28,0,9,15,6,28,13.0
5341,4,10,9,6,28,0,9,15,18,40,14.0
5383,2,10,10,3,18,1,18,10,6,24,0.0
5384,2,10,10,3,18,1,18,10,6,18,1.0
5385,4,10,10,3,18,1,18,10,3,18,2.0
5386,2,10,10,3,18,1,18,10,3,18,3.0
5388,3,10,10,3,18,1,18,10,3,18,5.0
5389,5,10,10,3,18,1,18,10,3,15,6.0
5390,1,10,10,3,18,1,18,10,3,21,7.0
5391,4,10,10,3,18,1,18,10,6,21,8.0
5392,2,10,10,3,18,1,18,10,3,18,9.0
5424,5,11,0,6,28,1,12,15,18,40,0.0
5425,7,11,0,6,28,1,12,15,6,34,1.0
5426,7,11,0,6,28,1,12,15,6,34,2.0
5427,0,11,0,6,28,1,12,15,6,28,3.0
5428,2,11,0,6,28,1,12,15,18,22,4.0
5429,8,11,0,6,28,1,12,15,6,28,5.0
5430,7,11,0,6,28,1,12,15,6,34,6.0
5431,3,11,0,6,28,1,12,15,12,40,7.0
5433,2,11,0,6,28,1,12,15,12,28,9.0
5434,4,11,0,6,28,1,12,15,6,34,10.0
5435,4,11,0,6,28,1,12,15,12,28,11.0
5436,3,11,0,6,28,1,12,15,12,28,12.0
5437,5,11,0,6,28,1,12,15,6,34,13.0
5438,4,11,0,6,28,1,12,15,12,28,14.0
5510,0,11,2,3,23,0,9,15,3,20,0.0
5511,7,11,2,3,23,0,9,15,3,29,1.0
5512,2,11,2,3,23,0,9,15,3,29,2.0
5513,6,11,2,3,23,0,9,15,6,29,3.0
5514,0,11,2,3,23,0,9,15,3,20,4.0
5515,10,11,2,3,23,0,9,15,6,26,5.0
5516,10,11,2,3,23,0,9,15,3,26,6.0
5517,5,11,2,3,23,0,9,15,3,26,7.0
5520,5,11,2,3,23,0,9,15,3,29,10.0
5521,0,11,2,3,23,0,9,15,3,26,11.0
5522,10,11,2,3,23,0,9,15,6,26,12.0
5523,10,11,2,3,23,0,9,15,3,26,13.0
5524,0,11,2,3,23,0,9,15,3,23,14.0
5565,10,11,3,6,23,1,12,5,12,29,0.0
5566,10,11,3,6,23,1,12,5,18,35,1.0
5567,6,11,3,6,23,1,12,5,12,35,2.0
5568,7,11,3,6,23,1,12,5,6,23,3.0
5569,10,11,3,6,23,1,12,5,6,35,4.0
5608,10,11,4,6,28,0,18,10,12,34,0.0
5609,6,11,4,6,28,0,18,10,6,40,1.0
5610,7,11,4,6,28,0,18,10,18,40,2.0
5611,10,11,4,6,28,0,18,10,12,34,3.0
5612,0,11,4,6,28,0,18,10,12,34,4.0
5613,3,11,4,6,28,0,18,10,6,28,5.0
5614,10,11,4,6,28,0,18,10,18,40,6.0
5615,3,11,4,6,28,0,18,10,6,40,7.0
5616,5,11,4,6,28,0,18,10,6,40,8.0
5617,5,11,4,6,28,0,18,10,12,40,9.0
5658,10,11,5,3,18,1,15,5,6,21,1.0
5659,0,11,5,3,18,1,15,5,6,18,2.0
5660,10,11,5,3,18,1,15,5,3,21,3.0
5661,10,11,5,3,18,1,15,5,9,24,4.0
5738,9,11,7,3,18,0,12,10,6,21,0.0
5739,3,11,7,3,18,0,12,10,3,15,1.0
5740,4,11,7,3,18,0,12,10,9,24,2.0
5741,10,11,7,3,18,0,12,10,6,21,3.0
5742,6,11,7,3,18,0,12,10,9,24,4.0
5743,4,11,7,3,18,0,12,10,6,24,5.0
5744,9,11,7,3,18,0,12,10,9,24,6.0
5745,4,11,7,3,18,0,12,10,6,21,7.0
5746,5,11,7,3,18,0,12,10,6,21,8.0
5747,10,11,7,3,18,0,12,10,3,18,9.0
5782,0,11,8,3,23,1,9,10,6,26,0.0
5783,0,11,8,3,23,1,9,10,3,26,1.0
5784,2,11,8,3,23,1,9,10,9,20,2.0
5785,10,11,8,3,23,1,9,10,3,26,3.0
5786,0,11,8,3,23,1,9,10,6,20,4.0
5787,0,11,8,3,23,1,9,10,3,26,5.0
5788,10,11,8,3,23,1,9,10,3,26,6.0
5789,6,11,8,3,23,1,9,10,3,23,7.0
5790,6,11,8,3,23,1,9,10,3,23,8.0
5791,10,11,8,3,23,1,9,10,3,26,9.0
5831,3,11,9,6,23,0,15,15,6,29,1.0
5832,10,11,9,6,23,0,15,15,12,29,2.0
5833,10,11,9,6,23,0,15,15,12,29,3.0
5834,10,11,9,6,23,0,15,15,6,23,4.0
5835,10,11,9,6,23,0,15,15,6,23,5.0
5836,10,11,9,6,23,0,15,15,6,29,6.0
5837,7,11,9,6,23,0,15,15,12,35,7.0
5838,10,11,9,6,23,0,15,15,18,35,8.0
5839,10,11,9,6,23,0,15,15,12,29,9.0
5840,8,11,9,6,23,0,15,15,6,29,10.0
5841,0,11,9,6,23,0,15,15,6,29,11.0
5842,10,11,9,6,23,0,15,15,12,35,12.0
5843,10,11,9,6,23,0,15,15,6,29,13.0
5844,10,11,9,6,23,0,15,15,18,35,14.0
5877,9,11,10,3,18,1,15,5,9,24,0.0
5878,10,11,10,3,18,1,15,5,6,24,1.0
5879,9,11,10,3,18,1,15,5,3,15,2.0
5880,10,11,10,3,18,1,15,5,3,21,3.0
5881,3,11,10,3,18,1,15,5,6,21,4.0
5954,10,12,1,3,28,1,18,15,9,34,0.0
5955,10,12,1,3,28,1,18,15,9,34,1.0
5956,7,12,1,3,28,1,18,15,6,31,2.0
5957,5,12,1,3,28,1,18,15,6,31,3.0
5958,7,12,1,3,28,1,18,15,3,28,4.0
5959,10,12,1,3,28,1,18,15,3,34,5.0
5960,10,12,1,3,28,1,18,15,3,28,6.0
5961,10,12,1,3,28,1,18,15,3,28,7.0
5962,10,12,1,3,28,1,18,15,9,34,8.0
5963,5,12,1,3,28,1,18,15,6,31,9.0
5964,10,12,1,3,28,1,18,15,3,34,10.0
5965,10,12,1,3,28,1,18,15,9,34,11.0
5966,10,12,1,3,28,1,18,15,6,34,12.0
5967,10,12,1,3,28,1,18,15,6,34,13.0
5968,8,12,1,3,28,1,18,15,3,28,14.0
6003,4,12,2,6,18,1,15,5,12,24,0.0
6004,5,12,2,6,18,1,15,5,6,18,1.0
6005,7,12,2,6,18,1,15,5,18,30,2.0
6006,10,12,2,6,18,1,15,5,6,30,3.0
6007,8,12,2,6,18,1,15,5,12,30,4.0
6042,5,12,3,3,18,0,12,15,3,24,0.0
6043,2,12,3,3,18,0,12,15,6,21,1.0
6044,0,12,3,3,18,0,12,15,3,24,2.0
6045,0,12,3,3,18,0,12,15,6,24,3.0
6046,2,12,3,3,18,0,12,15,9,24,4.0
6047,5,12,3,3,18,0,12,15,3,18,5.0
6048,0,12,3,3,18,0,12,15,3,24,6.0
6049,2,12,3,3,18,0,12,15,3,18,7.0
